amplicon_number	hyperparameter
130	0.002898550724637681
131	0.002898550724637681
132	0.002898550724637681
133	0.002898550724637681
134	0.002898550724637681
135	0.002898550724637681
136	0.002898550724637681
137	0.002898550724637681
138	0.002898550724637681
139	0.002898550724637681
140	0.002898550724637681
141	0.002898550724637681
142	0.002898550724637681
143	0.002898550724637681
144	0.002898550724637681
145	0.002898550724637681
146	0.002898550724637681
147	0.002898550724637681
148	0.002898550724637681
149	0.002898550724637681
150	0.002898550724637681
151	0.002898550724637681
152	0.002898550724637681
153	0.002898550724637681
154	0.002898550724637681
155	0.002898550724637681
156	0.002898550724637681
157	0.002898550724637681
158	0.002898550724637681
159	0.002898550724637681
160	0.002898550724637681
161	0.002898550724637681
162	0.002898550724637681
163	0.002898550724637681
164	0.002898550724637681
165	0.002898550724637681
166	0.002898550724637681
167	0.002898550724637681
168	0.002898550724637681
169	0.002898550724637681
170	0.002898550724637681
171	0.002898550724637681
172	0.002898550724637681
173	0.002898550724637681
174	0.002898550724637681
175	0.002898550724637681
176	0.002898550724637681
177	0.002898550724637681
178	0.002898550724637681
179	0.002898550724637681
180	0.002898550724637681
181	0.002898550724637681
182	0.002898550724637681
183	0.002898550724637681
184	0.002898550724637681
185	0.002898550724637681
186	0.002898550724637681
187	0.002898550724637681
188	0.002898550724637681
189	0.002898550724637681
190	0.002898550724637681
191	0.002898550724637681
192	0.002898550724637681
193	0.002898550724637681
194	0.002898550724637681
195	0.002898550724637681
196	0.002898550724637681
197	0.002898550724637681
198	0.002898550724637681
199	0.002898550724637681
200	0.002898550724637681
201	0.002898550724637681
202	0.002898550724637681
203	0.002898550724637681
204	0.002898550724637681
205	0.002898550724637681
206	0.002898550724637681
207	0.002898550724637681
208	0.002898550724637681
209	0.002898550724637681
210	0.002898550724637681
211	0.002898550724637681
212	0.002898550724637681
213	0.002898550724637681
214	0.002898550724637681
215	0.002898550724637681
216	0.002898550724637681
217	0.002898550724637681
218	0.002898550724637681
219	0.002898550724637681
220	0.002898550724637681
221	0.002898550724637681
222	0.002898550724637681
223	0.002898550724637681
224	0.002898550724637681
225	0.002898550724637681
226	0.002898550724637681
227	0.002898550724637681
228	0.002898550724637681
229	0.002898550724637681
230	0.002898550724637681
231	0.002898550724637681
232	0.002898550724637681
233	0.002898550724637681
234	0.002898550724637681
235	0.002898550724637681
236	0.002898550724637681
237	0.002898550724637681
238	0.002898550724637681
239	0.002898550724637681
240	0.002898550724637681
241	0.002898550724637681
242	0.002898550724637681
243	0.002898550724637681
244	0.002898550724637681
245	0.002898550724637681
246	0.002898550724637681
247	0.002898550724637681
248	0.002898550724637681
249	0.002898550724637681
250	0.002898550724637681
251	0.002898550724637681
252	0.002898550724637681
253	0.002898550724637681
254	0.002898550724637681
255	0.002898550724637681
256	0.002898550724637681
257	0.002898550724637681
258	0.002898550724637681
259	0.002898550724637681
260	0.002898550724637681
261	0.002898550724637681
262	0.002898550724637681
263	0.002898550724637681
264	0.002898550724637681
265	0.002898550724637681
266	0.002898550724637681
267	0.002898550724637681
268	0.002898550724637681
269	0.002898550724637681
270	0.002898550724637681
271	0.002898550724637681
272	0.002898550724637681
273	0.002898550724637681
274	0.002898550724637681
275	0.002898550724637681
276	0.002898550724637681
277	0.002898550724637681
278	0.002898550724637681
279	0.002898550724637681
280	0.002898550724637681
281	0.002898550724637681
282	0.002898550724637681
283	0.002898550724637681
284	0.002898550724637681
285	0.002898550724637681
286	0.002898550724637681
287	0.002898550724637681
288	0.002898550724637681
289	0.002898550724637681
290	0.002898550724637681
291	0.002898550724637681
292	0.002898550724637681
293	0.002898550724637681
294	0.002898550724637681
295	0.002898550724637681
296	0.002898550724637681
297	0.002898550724637681
298	0.002898550724637681
299	0.002898550724637681
300	0.002898550724637681
301	0.002898550724637681
302	0.002898550724637681
303	0.002898550724637681
304	0.002898550724637681
305	0.002898550724637681
306	0.002898550724637681
307	0.002898550724637681
308	0.002898550724637681
309	0.002898550724637681
310	0.002898550724637681
311	0.002898550724637681
312	0.002898550724637681
313	0.002898550724637681
314	0.002898550724637681
315	0.002898550724637681
316	0.002898550724637681
317	0.002898550724637681
318	0.002898550724637681
319	0.002898550724637681
320	0.002898550724637681
321	0.002898550724637681
322	0.002898550724637681
323	0.002898550724637681
324	0.002898550724637681
325	0.002898550724637681
326	0.002898550724637681
327	0.002898550724637681
328	0.002898550724637681
329	0.002898550724637681
330	0.002898550724637681
331	0.002898550724637681
332	0.002898550724637681
333	0.002898550724637681
334	0.002898550724637681
335	0.002898550724637681
336	0.002898550724637681
337	0.002898550724637681
338	0.002898550724637681
339	0.002898550724637681
340	0.002898550724637681
341	0.002898550724637681
342	0.002898550724637681
343	0.002898550724637681
344	0.002898550724637681
345	0.002898550724637681
